Sale_ID,Date,Region,Tyre_Type,Tyre_Size,Units_Sold,Unit_Price,Total_Sales
S00451,2024-01-08,East,BIASED,18,,4315,634305.0
S00452,22/02/2024,North,Radial,18,143.0,4878,697554.0
S00453,2024-02-29,West,Radial,16,80.0,3597,287760.0
S00454,2024-04-17,North,Biased,14,135.0,5061,683235.0
S00455,2024-01-05,North,Radial,18,138.0,5394,744372.0
S00456,2024-04-12,North,Biased,17,117.0,5233,612261.0
S00457,2024-07-14,East,Radial,18,148.0,5132,
S00458,2024-01-06,West,Radial,18,90.0,3738,336420.0
S00459,2024-04-18,West,Radial,18,99.0,3974,393426.0
S00460,2024-04-25,East,Biased,15,93.0,4023,374139.0
S00461,2024-04-03,North,Radial,15,58.0,4056,235248.0
S00462,2024-02-16,North,Radial,15,108.0,4915,530820.0
S00463,2024-04-08,South,Biased,15,139.0,3508,487612.0
S00464,2024-02-24,South,Radial,16,140.0,5036,705040.0
S00465,2024-06-16,South,Radial,18,76.0,4912,373312.0
S00466,2024-02-21,East,Radial,16,131.0,5362,702422.0
S00467,2024-05-23,West,Radial,17,143.0,4733,
S00468,2024-01-13,South,Biased,14,,4577,494316.0
S00469,2024-04-23,West,Radial,16,144.0,4115,592560.0
S00470,2024-05-03,,Radial,15,52.0,3651,189852.0
S00471,2024-04-15,West,Biased,15,142.0,3909,555078.0
S00472,2024-06-06,East,Radial,17,56.0,3509,196504.0
S00473,2024-05-26,East,Radial,18,131.0,4456,583736.0
S00474,2024-05-24,East,Biased,14,65.0,4051,263315.0
S00475,2024-04-29,East,Biased,16,98.0,4055,397390.0
S00476,2024-03-03,South,Biased,18,81.0,4379,354699.0
S00477,2024-01-19,North,Biased,18,138.0,3767,519846.0
S00478,2024-04-01,North,Radial,16,93.0,4513,
S00479,2024-02-27,North,Biased,16,145.0,5313,770385.0
S00480,2024-07-01,South,Radial,16,68.0,4166,283288.0
S00481,2024-03-30,North,Biased,16,52.0,3950,205400.0
S00482,2024-04-26,South,RADIAL,15,109.0,4093,446137.0
S00483,2024-03-02,South,Biased,18,84.0,4720,396480.0
S00484,2024-01-23,South,Biased,18,78.0,3897,303966.0
S00485,2024-05-06,North,Radial,15,,4420,548080.0
S00486,2024-05-16,West,Biased,18,119.0,4575,544425.0
S00487,2024-05-19,North,Biased,16,,5258,694056.0
S00488,2024-05-08,North,Biased,14,94.0,4992,469248.0
S00489,2024-02-27,East,Radial,18,76.0,4891,371716.0
S00490,2024-05-01,South,Biased,14,118.0,4897,577846.0
S00491,01/01/2024,West,Biased,14,139.0,4582,636898.0
S00492,03/02/2024,East,Radial,15,84.0,3793,318612.0
S00493,2024-04-05,West,Radial,17,68.0,4287,291516.0
S00494,05/05/2024,West,Biased,18,66.0,5369,354354.0
S00495,2024-04-27,South,Radial,15,84.0,5311,446124.0
S00496,2024-02-17,North,Radial,15,126.0,4451,560826.0
S00497,2024-03-29,South,Radial,14,127.0,4368,554736.0
S00498,2024-04-26,South,Biased,18,79.0,3609,285111.0
S00499,2024-05-08,East,Biased,15,97.0,5065,491305.0
S00500,2024-01-16,South,Radial,16,106.0,3606,382236.0
S00501,2024-07-07,North,Biased,15,66.0,4512,297792.0
S00502,10/07/2024,West,Radial,16,64.0,3796,
S00503,2024-07-09,South,Biased,17,131.0,5375,704125.0
S00504,2024-03-09,West,Radial,16,63.0,4338,273294.0
S00505,2024-01-22,South,Biased,16,63.0,5354,337302.0
S00506,2024-04-02,,RADIAL,14,94.0,5488,515872.0
S00507,2024-07-13,South,Biased,15,146.0,4618,674228.0
S00508,2024-03-16,East,Biased,17,87.0,5320,462840.0
S00509,2024-06-02,West,Radial,15,112.0,5242,587104.0
S00510,2024-05-23,South,Biased,16,124.0,4484,556016.0
S00511,2024-06-27,South,Biased,16,60.0,4344,260640.0
S00512,2024-03-26,Eest,Biased,15,97.0,5207,505079.0
S00513,2024-07-03,East,Biased,17,75.0,4995,374625.0
S00514,2024-01-29,East,Biased,17,116.0,3578,415048.0
S00515,2024-03-09,West,Biased,14,74.0,4773,353202.0
S00516,2024-02-16,West,Biased,16,130.0,4229,549770.0
S00517,2024-04-03,East,Biased,16,,3838,422180.0
S00518,2024-07-08,North,Radial,14,135.0,3556,480060.0
S00519,2024-07-15,North,Biased,15,142.0,4419,627498.0
S00520,2024-05-23,South,Radial,16,75.0,3646,273450.0
S00521,2024-06-24,North,Biased,15,83.0,4245,352335.0
S00522,2024-03-25,South,Radial,17,139.0,4540,631060.0
S00523,2024-02-08,West,Biased,18,58.0,3867,224286.0
S00524,2024-04-09,West,Radial,14,89.0,4208,374512.0
S00525,2024-02-02,North,Radial,16,124.0,4712,584288.0
S00526,2024-04-10,West,Biased,14,56.0,5167,289352.0
S00527,2024-01-23,East,Radial,17,79.0,3747,296013.0
S00528,2024-01-10,East,Biased,17,115.0,3649,419635.0
S00529,2024-03-09,North,Biased,17,79.0,4213,332827.0
S00530,2024-04-09,North,Radial,17,117.0,4736,554112.0
S00531,2024-02-03,South,Biased,18,107.0,3716,397612.0
S00532,2024-06-28,West,Radial,15,104.0,4529,471016.0
S00533,2024-05-17,South,Radial,15,63.0,4169,262647.0
S00534,2024-05-26,South,Biased,18,126.0,4360,549360.0
S00535,2024-07-04,East,Biased,15,138.0,5110,705180.0
S00536,2024-04-05,East,Biased,17,126.0,4918,619668.0
S00537,2024-01-01,East,Biased,15,,5286,666036.0
S00538,2024-03-09,East,Biased,14,86.0,3803,327058.0
S00539,2024-01-04,South,Radial,15,93.0,5081,472533.0
S00540,2024-01-16,East,Radial,14,55.0,4934,271370.0
S00541,24/01/2024,West,Biased,16,75.0,3902,292650.0
S00542,2024-03-20,Eest,Biased,14,63.0,5377,338751.0
S00543,2024-01-02,Eest,Biased,14,57.0,4359,248463.0
S00544,2024-05-07,East,Radial,17,73.0,5350,390550.0
S00545,2024-06-08,North,Radial,17,135.0,3879,523665.0
S00546,2024-03-24,West,Radial,17,88.0,3951,347688.0
S00547,2024-05-31,West,Biased,14,98.0,4752,465696.0
S00548,2024-05-19,South,Biased,18,134.0,4193,561862.0
S00549,2024-06-26,South,Radial,17,112.0,5028,563136.0
S00550,2024-06-11,East,Biased,17,75.0,5118,383850.0
S00551,2024-05-03,North,Biased,14,59.0,3644,214996.0
S00552,2024-02-02,South,Radial,16,126.0,3549,
S00553,2024-06-09,,Radial,16,107.0,4947,529329.0
S00554,2024-07-07,East,Biased,15,63.0,4623,291249.0
S00555,2024-06-27,East,Radial,16,122.0,3842,468724.0
S00556,2024-06-19,South,Biased,17,120.0,4381,525720.0
S00557,2024-04-10,South,Radial,18,88.0,5255,462440.0
S00558,2024-01-12,West,Radial,15,,5174,413920.0
S00559,2024-03-07,North,Biased,18,99.0,4389,434511.0
S00560,2024-03-05,West,Biased,18,65.0,5049,328185.0
S00561,2024-06-09,,Radial,17,121.0,4536,548856.0
S00562,2024-06-16,West,Biased,14,100.0,5379,537900.0
S00563,2024-03-14,West,Radial,14,64.0,4261,272704.0
S00564,2024-02-12,South,Biased,14,138.0,4347,599886.0
S00565,2024-02-13,Eest,Radial,16,87.0,4423,384801.0
S00566,2024-01-29,South,Radial,14,128.0,4695,600960.0
S00567,2024-05-20,East,Radial,17,138.0,5012,691656.0
S00568,2024-01-12,South,BIASED,16,120.0,5354,642480.0
S00569,2024-04-04,South,Radial,14,139.0,4882,678598.0
S00570,2024-02-15,South,Radial,18,121.0,4629,560109.0
S00571,2024-05-09,North,Radial,17,131.0,3688,483128.0
S00572,2024-02-04,East,Radial,17,70.0,5052,353640.0
S00573,2024-03-21,North,Biased,15,not available,4573,297245.0
S00574,2024-03-30,South,Biased,17,116.0,4772,553552.0
S00575,2024-01-08,West,Radial,18,114.0,3909,445626.0
S00576,2024-04-02,North,RADIAL,17,62.0,4914,304668.0
S00577,2024-06-02,East,Biased,15,113.0,4902,553926.0
S00578,2024-03-30,,Radial,17,110.0,3726,409860.0
S00579,2024-06-10,,Biased,17,81.0,5114,414234.0
S00580,2024-04-24,West,Radial,15,61.0,5307,323727.0
S00581,2024-04-14,North,Biased,17,144.0,3712,534528.0
S00582,2024-05-14,East,Radial,16,90.0,5052,454680.0
S00583,2024-07-14,North,Biased,17,115.0,4504,517960.0
S00584,2024-02-27,West,Biased,14,57.0,4869,277533.0
S00585,2024-04-23,West,Biased,14,108.0,3918,423144.0
S00586,2024-03-15,Eest,Radial,16,74.0,5286,391164.0
S00587,2024-06-05,West,Biased,17,54.0,5375,290250.0
S00588,2024-04-29,South,Biased,18,94.0,4607,433058.0
S00589,2024-06-12,West,Radial,17,51.0,4418,225318.0
S00590,2024-01-21,South,Radial,14,91.0,4720,429520.0
S00591,2024-06-12,North,Radial,15,87.0,4276,372012.0
S00592,2024-05-17,South,Radial,16,52.0,5053,262756.0
S00593,2024-04-10,South,Biased,15,95.0,3720,353400.0
S00594,2024-05-31,North,Radial,18,71.0,5366,380986.0
S00595,10/07/2024,West,Radial,17,82.0,5270,432140.0
S00596,2024-06-25,South,Radial,18,81.0,3675,297675.0
S00597,2024-04-08,West,Radial,15,66.0,4083,269478.0
S00598,2024-02-05,North,Radial,17,131.0,5126,671506.0
S00599,2024-04-05,East,Radial,18,105.0,4845,508725.0
S00600,2024-05-31,West,Radial,14,52.0,4034,209768.0
S00601,2024-05-30,West,Biased,14,119.0,4224,502656.0
S00602,2024-07-08,East,Biased,16,98.0,4917,481866.0
S00603,2024-02-06,East,Biased,14,104.0,5329,554216.0
S00604,2024-01-12,North,Biased,14,126.0,5163,650538.0
S00605,2024-04-22,West,Biased,15,80.0,5094,407520.0
S00606,2024-07-01,West,Radial,14,130.0,3823,496990.0
S00607,2024-01-13,North,Radial,14,70.0,3584,250880.0
S00608,2024-01-23,West,Radial,15,65.0,4519,293735.0
S00609,2024-04-08,South,Radial,14,66.0,5264,347424.0
S00610,2024-04-14,South,Biased,14,145.0,4386,635970.0
S00611,2024-01-30,South,Biased,16,50.0,4950,247500.0
S00612,2024-01-17,West,Radial,14,121.0,4791,579711.0
S00613,2024-04-22,South,Radial,14,114.0,3611,411654.0
S00614,2024-03-02,South,Biased,16,115.0,4127,474605.0
S00615,2024-03-24,North,Biased,15,,4448,382528.0
S00616,2024-04-21,North,Biased,14,73.0,4249,310177.0
S00617,2024-03-26,East,Radial,18,140.0,4921,688940.0
S00618,2024-05-20,East,Radial,15,133.0,3551,472283.0
S00619,2024-07-05,East,Biased,15,111.0,3583,397713.0
S00620,2024-01-19,East,Biased,14,70.0,5146,360220.0
S00621,2024-06-25,North,Radial,16,86.0,4211,362146.0
S00622,2024-04-09,North,Radial,15,84.0,4230,355320.0
S00623,19/05/2024,North,Radial,16,87.0,4240,368880.0
S00624,2024-07-07,South,Radial,18,102.0,4328,441456.0
S00625,2024-05-26,South,Biased,16,64.0,3924,251136.0
S00626,2024-03-16,East,Biased,17,91.0,4544,413504.0
S00627,2024-01-09,,Biased,16,143.0,5211,745173.0
S00628,2024-07-17,West,Radial,15,53.0,3555,188415.0
S00629,2024-01-28,North,Radial,16,88.0,4814,423632.0
S00630,2024-05-07,East,Radial,16,128.0,4311,551808.0
S00631,2024-02-21,East,Biased,17,72.0,4306,310032.0
S00632,2024-03-23,West,Biased,17,64.0,4508,288512.0
S00633,2024-04-20,South,BIASED,14,139.0,4154,577406.0
S00634,2024-05-23,East,Radial,15,61.0,4506,274866.0
S00635,2024-04-26,South,Radial,14,131.0,4407,577317.0
S00636,2024-03-09,South,Biased,17,119.0,4896,582624.0
S00637,2024-04-08,West,Radial,16,131.0,5261,689191.0
S00638,2024-05-19,East,Biased,17,not available,3507,361221.0
S00639,2024-01-25,South,Biased,18,137.0,3623,496351.0
S00640,2024-06-28,South,Biased,16,87.0,5281,459447.0
S00641,2024-05-02,West,Biased,14,77.0,4624,356048.0
S00642,2024-02-22,West,Radial,16,128.0,4489,574592.0
S00643,2024-05-30,South,Radial,18,68.0,4334,294712.0
S00644,2024-05-23,West,Radial,17,118.0,5385,635430.0
S00645,2024-02-26,South,Radial,15,113.0,4616,521608.0
S00646,2024-02-08,East,Radial,15,53.0,4908,260124.0
S00647,2024-04-18,North,Radial,15,130.0,4265,554450.0
S00648,2024-06-29,West,Biased,17,59.0,4603,271577.0
S00649,2024-02-11,North,Radial,15,61.0,4821,294081.0
S00650,2024-07-04,South,Radial,18,118.0,3530,416540.0
S00651,2024-06-15,South,Radial,17,56.0,3877,217112.0
S00652,2024-05-21,South,Biased,15,not available,3829,356097.0
S00653,2024-05-01,North,Radial,14,72.0,5449,392328.0
S00654,2024-05-12,South,Biased,17,51.0,4822,245922.0
S00655,2024-06-11,West,Radial,17,143.0,3781,540683.0
S00656,2024-03-15,East,Radial,16,86.0,4535,390010.0
S00657,2024-05-25,East,Radial,15,118.0,4138,488284.0
S00658,2024-03-16,West,Biased,14,69.0,4371,301599.0
S00659,2024-01-09,East,Biased,18,139.0,4198,583522.0
S00660,2024-03-14,North,Radial,17,93.0,3568,331824.0
S00661,2024-07-04,South,Radial,18,119.0,4340,516460.0
S00662,2024-05-24,South,RADIAL,18,142.0,5046,716532.0
S00663,2024-01-07,,Biased,18,123.0,5338,656574.0
S00664,2024-06-22,North,Biased,16,,3522,352200.0
S00665,2024-05-20,North,Radial,18,129.0,3836,494844.0
S00666,2024-06-16,North,Biased,15,147.0,3926,577122.0
S00667,2024-06-18,West,Biased,15,80.0,4344,347520.0
S00668,2024-05-16,North,Biased,14,149.0,3708,552492.0
S00669,2024-06-26,East,Biased,14,90.0,3714,334260.0
S00670,2024-01-27,West,Radial,18,107.0,4134,442338.0
S00671,2024-05-01,West,Radial,18,not available,3922,211788.0
S00672,12/07/2024,West,Biased,16,82.0,3572,292904.0
S00673,2024-01-05,North,Biased,18,92.0,5245,
S00674,2024-01-29,West,Biased,18,68.0,4322,293896.0
S00675,2024-06-13,North,Radial,18,81.0,4285,347085.0
S00676,2024-06-14,North,Radial,17,136.0,5129,697544.0
S00677,2024-03-23,West,Biased,17,not available,4437,230724.0
S00678,2024-05-15,South,Biased,16,50.0,5271,263550.0
S00679,2024-04-18,South,Biased,16,149.0,5189,773161.0
S00680,2024-03-05,West,Biased,15,90.0,4797,431730.0
S00681,2024-03-26,South,Radial,16,141.0,5248,739968.0
S00682,2024-05-24,East,Radial,15,97.0,5163,500811.0
S00683,2024-03-11,East,Radial,18,88.0,4756,418528.0
S00684,2024-02-14,North,Radial,16,54.0,4564,246456.0
S00685,2024-05-11,South,Radial,16,126.0,5461,688086.0
S00686,2024-02-05,East,Radial,16,60.0,3788,227280.0
S00687,2024-03-10,West,Biased,15,71.0,4054,287834.0
S00688,2024-06-07,South,Biased,15,136.0,4793,651848.0
S00689,2024-01-19,East,Radial,14,,3938,444994.0
S00690,2024-07-07,East,Radial,15,61.0,4837,295057.0
S00691,17/04/2024,Wst,Radial,15,102.0,5033,513366.0
S00692,2024-06-30,North,Biased,17,104.0,4917,511368.0
S00693,2024-06-15,West,Biased,16,102.0,3527,359754.0
S00694,2024-03-31,North,Biased,15,70.0,3769,263830.0
S00695,2024-03-30,East,Biased,16,68.0,4990,339320.0
S00696,2024-01-19,North,Radial,16,118.0,5445,642510.0
S00697,2024-02-08,East,Biased,17,137.0,3573,
S00698,2024-05-05,East,Radial,16,143.0,5180,740740.0
S00699,2024-07-13,South,Biased,15,121.0,4173,504933.0
S00700,2024-06-21,North,Biased,16,115.0,3745,430675.0
S00701,2024-05-20,North,Biased,14,108.0,5305,572940.0
S00702,2024-05-05,,Biased,14,98.0,3909,383082.0
S00703,2024-02-27,West,Radial,17,147.0,3997,587559.0
S00704,2024-05-27,South,Radial,15,108.0,4941,
S00705,2024-07-18,South,Radial,17,72.0,4511,324792.0
S00706,2024-03-01,South,Radial,14,52.0,3710,192920.0
S00707,2024-05-06,West,Radial,15,105.0,4291,450555.0
S00708,2024-04-14,North,Radial,16,107.0,4746,507822.0
S00709,2024-06-15,North,Radial,15,137.0,3859,528683.0
S00710,01/01/2024,North,Biased,18,111.0,4081,452991.0
S00711,2024-05-10,South,Radial,15,67.0,4543,304381.0
S00712,2024-04-01,South,Biased,16,110.0,3922,431420.0
S00713,08/07/2024,East,Radial,18,86.0,3620,311320.0
S00714,2024-07-09,West,Biased,17,103.0,3672,378216.0
S00715,2024-04-22,West,Radial,15,144.0,3533,508752.0
S00716,2024-06-01,South,Biased,17,,4417,560959.0
S00717,2024-02-25,East,Radial,15,114.0,3570,406980.0
S00718,2024-06-09,North,Radial,14,63.0,4044,254772.0
S00719,2024-06-14,South,Radial,14,54.0,4273,230742.0
S00720,2024-04-26,West,Radial,16,144.0,4283,616752.0
S00721,2024-05-13,West,Biased,14,144.0,4467,643248.0
S00722,2024-02-27,West,Radial,18,143.0,5144,735592.0
S00723,2024-02-13,North,Radial,18,149.0,4034,601066.0
S00724,2024-06-21,West,Biased,15,111.0,5181,575091.0
S00725,2024-06-08,North,Radial,17,50.0,3513,175650.0
S00726,2024-06-21,North,Biased,18,112.0,4829,540848.0
S00727,2024-03-01,North,Biased,15,116.0,5352,620832.0
S00728,2024-02-16,South,Radial,17,69.0,5071,349899.0
S00729,2024-05-28,North,Radial,14,92.0,3770,346840.0
S00730,2024-03-20,East,Biased,15,134.0,5296,709664.0
S00731,2024-04-27,West,Radial,17,143.0,4576,654368.0
S00732,2024-06-12,South,Biased,16,91.0,5017,456547.0
S00733,2024-05-26,West,Radial,16,143.0,5083,726869.0
S00734,2024-01-20,North,Radial,18,118.0,3962,467516.0
S00735,2024-07-03,South,Biased,17,123.0,4022,494706.0
S00736,2024-05-25,East,Radial,16,137.0,4269,584853.0
S00737,2024-02-16,North,Radial,18,88.0,4354,383152.0
S00738,2024-02-18,West,Radial,15,111.0,4291,476301.0
S00739,2024-01-14,,Biased,15,97.0,5245,508765.0
S00740,2024-05-22,North,Radial,17,55.0,4847,266585.0
S00741,2024-06-07,East,Biased,17,123.0,5370,660510.0
S00742,2024-01-01,North,Radial,17,91.0,5047,459277.0
S00743,2024-04-26,South,Biased,17,107.0,3942,421794.0
S00744,2024-02-23,North,Radial,16,92.0,3750,345000.0
S00745,2024-04-27,South,Radial,16,59.0,5358,316122.0
S00746,2024-01-03,North,Biased,18,138.0,3659,504942.0
S00747,2024-05-23,North,Radial,16,127.0,3535,448945.0
S00748,2024-07-03,West,Biased,15,88.0,5184,456192.0
S00749,2024-01-12,East,Radial,18,62.0,4379,271498.0
S00750,2024-03-14,East,Biased,16,124.0,4721,585404.0
S00751,2024-01-16,Eest,Radial,17,88.0,4973,437624.0
S00752,2024-07-18,North,Biased,16,60.0,4901,294060.0
S00753,2024-04-11,North,Radial,14,65.0,4769,309985.0
S00754,2024-05-31,North,Biased,18,82.0,3892,319144.0
S00755,2024-06-04,South,Biased,16,109.0,4727,515243.0
S00756,2024-04-26,South,Radial,16,145.0,3543,513735.0
S00757,2024-01-08,West,Biased,15,108.0,3814,411912.0
S00758,2024-05-01,North,Biased,17,123.0,3907,480561.0
S00759,2024-04-01,East,Radial,17,100.0,4394,439400.0
S00760,2024-06-12,East,Radial,15,64.0,5354,342656.0
S00761,2024-03-30,Wst,Radial,15,129.0,3705,477945.0
S00762,2024-05-15,East,Radial,14,92.0,4764,438288.0
S00763,2024-07-04,West,Radial,18,76.0,3540,269040.0
S00764,2024-02-29,North,Radial,17,105.0,4087,429135.0
S00765,2024-06-26,East,Biased,15,109.0,4213,459217.0
S00766,2024-01-28,North,Biased,15,145.0,4886,708470.0
S00767,2024-04-10,South,Biased,18,119.0,4397,523243.0
S00768,2024-02-10,East,Radial,15,96.0,3594,345024.0
S00769,2024-07-10,South,Radial,14,149.0,4039,601811.0
S00770,2024-06-03,East,Biased,18,57.0,4667,266019.0
S00771,2024-07-09,North,Biased,14,112.0,3558,398496.0
S00772,2024-05-24,West,Radial,16,138.0,5164,712632.0
S00773,2024-06-09,North,Biased,17,56.0,4353,243768.0
S00774,2024-06-05,North,Radial,15,130.0,4008,521040.0
S00775,2024-05-20,Nort,Radial,18,143.0,4012,573716.0
S00776,2024-02-15,East,Biased,14,51.0,4298,219198.0
S00777,2024-02-04,West,Radial,17,66.0,4545,299970.0
S00778,2024-05-13,South,Radial,17,,4237,224561.0
S00779,2024-03-22,North,Radial,15,75.0,4727,354525.0
S00780,2024-04-24,East,Radial,17,127.0,4198,533146.0
S00781,2024-07-15,South,Biased,15,121.0,4386,530706.0
S00782,2024-02-16,North,Radial,16,118.0,3970,468460.0
S00783,2024-06-01,South,Radial,15,54.0,3783,204282.0
S00784,2024-07-12,North,Biased,14,54.0,3871,209034.0
S00785,2024-01-10,South,Radial,17,140.0,5021,702940.0
S00786,2024-02-25,South,Radial,17,118.0,4855,572890.0
S00787,2024-01-30,West,Biased,17,52.0,4550,236600.0
S00788,2024-04-18,West,Biased,15,87.0,4354,378798.0
S00789,2024-01-05,Nort,Radial,18,143.0,3628,518804.0
S00790,2024-04-28,East,Radial,15,50.0,4903,245150.0
S00791,2024-02-02,West,Biased,14,57.0,4006,228342.0
S00792,27/04/2024,South,RADIAL,15,62.0,5398,334676.0
S00793,2024-03-05,,Radial,17,133.0,5421,720993.0
S00794,2024-05-25,West,Radial,16,119.0,4618,549542.0
S00795,2024-06-25,North,Biased,14,99.0,4077,403623.0
S00796,2024-01-11,West,Radial,16,57.0,4700,267900.0
S00797,2024-03-25,West,Biased,14,79.0,3972,313788.0
S00798,2024-01-26,South,Biased,14,89.0,5009,445801.0
S00799,2024-03-03,West,Biased,17,128.0,4507,576896.0
S00800,2024-03-26,South,Biased,15,123.0,4798,590154.0
S00801,2024-02-28,West,Radial,17,82.0,4167,341694.0
S00802,2024-01-27,West,Biased,17,122.0,5489,669658.0
S00803,2024-06-25,East,Radial,17,101.0,4946,499546.0
S00804,2024-06-09,West,Biased,16,82.0,5054,414428.0
S00805,2024-04-07,South,Biased,14,122.0,5418,660996.0
S00806,2024-04-14,South,Radial,18,127.0,5407,686689.0
S00807,2024-04-08,North,Biased,15,145.0,3819,553755.0
S00808,2024-05-08,North,Biased,17,86.0,3557,305902.0
S00809,2024-05-28,East,Radial,14,119.0,3772,448868.0
S00810,2024-02-24,South,Biased,15,118.0,4721,557078.0
S00811,2024-01-06,South,Biased,18,53.0,4602,243906.0
S00812,2024-07-15,South,Biased,18,109.0,4481,488429.0
S00813,2024-04-04,East,Radial,17,129.0,3540,456660.0
S00814,2024-05-12,South,Biased,18,123.0,4237,521151.0
S00815,2024-04-11,North,Radial,18,80.0,5296,423680.0
S00816,2024-01-03,East,Radial,15,144.0,4768,686592.0
S00817,2024-06-29,North,Radial,15,63.0,4546,286398.0
S00818,2024-01-23,North,Biased,17,126.0,4208,530208.0
S00819,2024-02-22,East,Biased,14,109.0,3735,407115.0
S00820,2024-06-13,West,Biased,17,117.0,3625,424125.0
S00821,2024-03-23,West,Biased,16,75.0,4277,320775.0
S00822,2024-05-24,North,Radial,18,73.0,4335,316455.0
S00823,25/03/2024,West,Radial,14,105.0,3639,382095.0
S00824,2024-03-18,South,Biased,15,58.0,4378,253924.0
S00825,2024-04-19,East,Biased,16,84.0,3893,327012.0
S00826,2024-01-01,North,Radial,16,128.0,4327,553856.0
S00827,2024-02-20,South,Biased,18,73.0,3626,264698.0
S00828,2024-06-21,West,Biased,15,80.0,5321,425680.0
S00829,2024-01-04,South,Biased,14,132.0,4637,612084.0
S00830,2024-07-08,West,Biased,15,115.0,5443,625945.0
S00831,2024-07-11,North,Biased,18,115.0,4336,498640.0
S00832,2024-04-22,South,Biased,16,90.0,4024,362160.0
S00833,2024-02-01,East,Radial,18,85.0,4751,
S00834,2024-02-03,,Radial,17,83.0,5044,418652.0
S00835,2024-04-01,South,Radial,16,88.0,3645,320760.0
S00836,2024-04-04,South,Radial,18,132.0,4686,618552.0
S00837,2024-03-12,West,Biased,14,72.0,4234,304848.0
S00838,2024-02-08,North,Biased,14,129.0,4227,545283.0
S00839,2024-06-02,North,Radial,14,93.0,5423,504339.0
S00840,2024-06-10,North,Radial,17,119.0,3668,436492.0
S00841,2024-06-30,,Radial,15,107.0,5061,541527.0
S00842,2024-04-27,West,Radial,14,108.0,4648,501984.0
S00843,2024-01-03,East,Radial,17,75.0,3799,284925.0
S00844,2024-05-02,North,Biased,14,71.0,4773,338883.0
S00845,2024-02-19,West,Biased,17,137.0,4437,607869.0
S00846,2024-01-12,East,Radial,14,89.0,4021,357869.0
S00847,2024-07-11,East,Radial,15,134.0,3604,482936.0
S00848,2024-02-23,West,Biased,18,143.0,4117,588731.0
S00849,2024-05-12,North,Biased,14,60.0,4468,268080.0
S00850,2024-02-26,East,Biased,18,,5036,292088.0
S00851,2024-05-24,North,Radial,14,61.0,5217,318237.0
S00852,2024-04-21,North,Biased,15,75.0,5435,407625.0
S00853,2024-02-16,South,Radial,18,87.0,4005,348435.0
